t [s],Red [bit],IR [bit]
22.4,51346,56604
22.408,51351,56613
22.416,51356,56623
22.424,51361,56633
22.432,51365,56642
22.44,51367,56647
22.448,51366,56644
22.456,51361,56629
22.464,51351,56599
22.472,51337,56554
22.48,51316,56494
22.488,51291,56423
22.496,51260,56344
22.504,51227,56263
22.512,51192,56184
22.52,51159,56112
22.528,51129,56049
22.536,51104,55997
22.544,51084,55956
22.552,51069,55925
22.56,51059,55903
22.568,51051,55889
22.576,51047,55880
22.584,51046,55876
22.592,51047,55874
22.6,51049,55875
22.608,51050,55877
22.616,51048,55880
22.624,51044,55882
22.632,51037,55885
22.64,51031,55887
22.648,51028,55889
22.656,51030,55892
22.664,51037,55896
22.672,51046,55902
22.68,51056,55909
22.688,51064,55918
22.696,51070,55928
22.704,51075,55939
22.712,51078,55950
22.72,51082,55960
22.728,51085,55969
22.736,51089,55976
22.744,51092,55981
22.752,51093,55984
22.76,51094,55985
22.768,51094,55984
22.776,51093,55982
22.784,51091,55979
22.792,51090,55975
22.8,51088,55971
22.808,51086,55968
22.816,51085,55965
22.824,51084,55964
22.832,51084,55965
22.84,51085,55967
22.848,51086,55972
22.856,51088,55978
22.864,51090,55985
22.872,51093,55993
22.88,51098,56002
22.888,51104,56010
22.896,51111,56019
22.904,51116,56030
22.912,51117,56043
22.92,51115,56059
22.928,51111,56076
22.936,51108,56092
22.944,51108,56107
22.952,51113,56118
22.96,51123,56126
22.968,51136,56132
22.976,51149,56138
22.984,51159,56145
22.992,51166,56154
23,51170,56164
23.008,51172,56176
23.016,51175,56186
23.024,51179,56196
23.032,51183,56204
23.04,51188,56211
23.048,51193,56217
23.056,51197,56226
23.064,51199,56237
23.072,51200,56253
23.08,51200,56271
23.088,51200,56289
23.096,51202,56302
23.104,51205,56310
23.112,51211,56312
23.12,51217,56312
23.128,51224,56312
23.136,51229,56315
23.144,51234,56322
23.152,51237,56331
23.16,51241,56342
23.168,51244,56352
23.176,51248,56362
23.184,51252,56370
23.192,51256,56377
23.2,51259,56384
23.208,51263,56393
23.216,51267,56405
23.224,51271,56421
23.232,51275,56440
23.24,51279,56458
23.248,51283,56473
23.256,51287,56483
23.264,51291,56488
23.272,51295,56490
23.28,51299,56493
23.288,51304,56497
23.296,51308,56506
23.304,51312,56516
23.312,51316,56528
23.32,51320,56539
23.328,51325,56549
23.336,51329,56557
23.344,51333,56565
23.352,51337,56574
23.36,51341,56587
23.368,51344,56602
23.376,51348,56620
23.384,51352,56637
23.392,51356,56653
23.4,51360,56663
23.408,51365,56667
23.416,51368,56665
23.424,51368,56655
23.432,51363,56635
23.44,51353,56603
23.448,51336,56556
23.456,51313,56496
23.464,51285,56423
23.472,51253,56343
23.48,51219,56261
23.488,51185,56182
23.496,51154,56110
23.504,51126,56046
23.512,51102,55993
23.52,51084,55950
23.528,51069,55917
23.536,51059,55894
23.544,51053,55878
23.552,51049,55871
23.56,51047,55869
23.568,51047,55872
23.576,51048,55876
23.584,51050,55881
23.592,51051,55886
23.6,51053,55890
23.608,51055,55893
23.616,51057,55896
23.624,51059,55900
23.632,51061,55906
23.64,51064,55915
23.648,51067,55924
23.656,51070,55933
23.664,51074,55940
23.672,51079,55943
23.68,51084,55944
23.688,51088,55945
23.696,51093,55949
23.704,51096,55958
23.712,51099,55971
23.72,51101,55984
23.728,51102,55995
23.736,51102,56000
23.744,51101,56001
23.752,51100,55997
23.76,51098,55992
23.768,51097,55986
23.776,51095,55982
23.784,51093,55980
23.792,51092,55979
23.8,51092,55979
23.808,51092,55982
23.816,51094,55985
23.824,51098,55990
23.832,51102,55997
23.84,51107,56005
23.848,51111,56013
23.856,51115,56023
23.864,51118,56033
23.872,51121,56043
23.88,51124,56054
23.888,51127,56065
23.896,51132,56076
23.904,51137,56087
23.912,51143,56098
23.92,51148,56110
23.928,51153,56122
23.936,51157,56135
23.944,51160,56147
23.952,51163,56158
23.96,51167,56166
23.968,51174,56171
23.976,51183,56174
23.984,51195,56178
23.992,51206,56183
24,51214,56193
24.008,51217,56206
24.016,51216,56222
24.024,51213,56237
24.032,51210,56249
24.04,51210,56260
24.048,51211,56268
24.056,51215,56275
24.064,51219,56282
24.072,51224,56290
24.08,51227,56298
24.088,51229,56306
24.096,51231,56315
24.104,51232,56323
24.112,51235,56331
24.12,51240,56339
24.128,51249,56346
24.136,51259,56354
24.144,51269,56362
24.152,51277,56371
24.16,51280,56380
24.168,51280,56390
24.176,51277,56399
24.184,51275,56409
24.192,51274,56418
24.2,51276,56427
24.208,51280,56437
24.216,51285,56446
24.224,51290,56455
24.232,51294,56465
24.24,51297,56474
24.248,51300,56484
24.256,51302,56493
24.264,51305,56502
24.272,51309,56511
24.28,51315,56520
24.288,51322,56529
24.296,51330,56539
24.304,51337,56548
24.312,51342,56558
24.32,51344,56567
24.328,51345,56576
24.336,51345,56585
24.344,51345,56593
24.352,51347,56602
24.36,51351,56611
24.368,51355,56621
24.376,51360,56630
24.384,51364,56637
24.392,51365,56637
24.4,51362,56626
24.408,51354,56602
24.416,51340,56563
24.424,51320,56510
24.432,51294,56445
24.44,51265,56372
24.448,51234,56296
24.456,51203,56220
24.464,51173,56151
24.472,51146,56089
24.48,51122,56038
24.488,51104,55997
24.496,51090,55967
24.504,51079,55947
24.512,51073,55935
24.52,51069,55929
24.528,51068,55928
24.536,51070,55931
24.544,51075,55936
24.552,51080,55942
24.56,51084,55951
24.568,51084,55960
24.576,51081,55972
24.584,51075,55984
24.592,51070,55996
24.6,51069,56008
24.608,51075,56019
24.616,51086,56030
24.624,51100,56040
24.632,51114,56050
24.64,51125,56061
24.648,51133,56071
24.656,51137,56081
24.664,51139,56089
24.672,51140,56095
24.68,51141,56097
24.688,51142,56098
24.696,51143,56095
24.704,51143,56091
24.712,51141,56085
24.72,51137,56079
24.728,51129,56072
24.736,51120,56066
24.744,51112,56061
24.752,51107,56058
24.76,51106,56057
24.768,51110,56058
24.776,51117,56060
24.784,51124,56064
24.792,51130,56070
24.8,51134,56077
24.808,51138,56086
24.816,51141,56096
24.824,51144,56107
24.832,51149,56117
24.84,51154,56127
24.848,51159,56138
24.856,51164,56149
24.864,51169,56163
24.872,51174,56179
24.88,51179,56196
24.888,51184,56213
24.896,51189,56227
24.904,51194,56238
24.912,51198,56246
24.92,51203,56252
24.928,51207,56257
24.936,51212,56264
24.944,51216,56272
24.952,51220,56282
24.96,51224,56292
24.968,51227,56302
24.976,51231,56311
24.984,51234,56319
24.992,51238,56325
25,51241,56331
25.008,51244,56338
25.016,51247,56348
25.024,51249,56362
25.032,51251,56377
25.04,51253,56392
25.048,51256,56404
25.056,51259,56411
25.064,51262,56414
25.072,51266,56414
25.08,51271,56415
25.088,51275,56418
25.096,51278,56424
25.104,51282,56432
25.112,51285,56441
25.12,51288,56450
25.128,51292,56459
25.136,51295,56468
25.144,51299,56478
25.152,51302,56488
25.16,51306,56497
25.168,51310,56504
25.176,51313,56508
25.184,51317,56511
25.192,51321,56514
25.2,51325,56520
25.208,51329,56529
25.216,51332,56543
25.224,51336,56557
25.232,51339,56572
25.24,51343,56584
25.248,51347,56594
25.256,51350,56602
25.264,51354,56608
25.272,51357,56616
25.28,51361,56625
25.288,51364,56636
25.296,51368,56649
25.304,51372,56659
25.312,51376,56665
25.32,51378,56662
25.328,51379,56649
25.336,51374,56625
25.344,51364,56591
25.352,51348,56546
25.36,51325,56492
25.368,51297,56430
25.376,51265,56359
25.384,51232,56284
25.392,51199,56208
25.4,51167,56134
25.408,51140,56068
25.416,51116,56012
25.424,51097,55968
25.432,51081,55936
25.44,51069,55913
25.448,51060,55899
25.456,51054,55888
25.464,51051,55878
25.472,51051,55867
25.48,51054,55856
25.488,51059,55847
25.496,51064,55842
25.504,51067,55844
25.512,51067,55850
25.52,51065,55860
25.528,51061,55869
25.536,51057,55876
25.544,51055,55881
25.552,51056,55885
25.56,51059,55890
25.568,51063,55896
25.576,51068,55905
25.584,51073,55915
25.592,51076,55926
25.6,51077,55937
25.608,51078,55945
25.616,51080,55950
25.624,51086,55952
25.632,51095,55950
25.64,51107,55947
25.648,51117,55943
25.656,51122,55940
25.664,51119,55937
25.672,51111,55936
25.68,51099,55934
25.688,51087,55933
25.696,51079,55931
25.704,51076,55929
25.712,51076,55929
25.72,51077,55930
25.728,51080,55934
25.736,51082,55939
25.744,51084,55946
25.752,51087,55953
25.76,51090,55962
25.768,51094,55971
25.776,51098,55981
25.784,51102,55991
25.792,51106,56002
25.8,51111,56013
25.808,51116,56024
25.816,51120,56036
25.824,51125,56047
25.832,51130,56058
25.84,51135,56068
25.848,51140,56078
25.856,51144,56088
25.864,51148,56098
25.872,51153,56107
25.88,51157,56117
25.888,51160,56126
25.896,51163,56135
25.904,51166,56144
25.912,51169,56153
25.92,51175,56161
25.928,51182,56169
25.936,51190,56177
25.944,51198,56185
25.952,51204,56193
25.96,51207,56201
25.968,51207,56209
25.976,51206,56216
25.984,51205,56224
25.992,51205,56232
26,51207,56239
26.008,51210,56247
26.016,51213,56255
26.024,51216,56264
26.032,51219,56272
26.04,51223,56280
26.048,51228,56289
26.056,51233,56297
26.064,51237,56306
26.072,51239,56315
26.08,51238,56324
26.088,51235,56334
26.096,51232,56345
26.104,51232,56354
26.112,51236,56364
26.12,51244,56372
26.128,51254,56381
26.136,51264,56390
26.144,51272,56399
26.152,51277,56408
26.16,51280,56417
26.168,51283,56427
26.176,51285,56436
26.184,51289,56446
26.192,51294,56455
26.2,51300,56464
26.208,51306,56474
26.216,51310,56482
26.224,51311,56491
26.232,51307,56499
26.24,51302,56508
26.248,51297,56517
26.256,51296,56527
26.264,51301,56536
26.272,51310,56543
26.28,51320,56544
26.288,51325,56535
26.296,51323,56512
26.304,51311,56473
26.312,51290,56420
26.32,51262,56353
26.328,51231,56276
26.336,51199,56194
26.344,51168,56113
26.352,51139,56035
26.36,51110,55967
26.368,51081,55910
26.376,51052,55865
26.384,51024,55831
26.392,51001,55807
26.4,50986,55789
26.408,50980,55775
26.416,50982,55763
26.424,50989,55754
26.432,50997,55747
26.44,51003,55744
26.448,51006,55742
26.456,51005,55742
26.464,51004,55742
26.472,51003,55742
26.48,51002,55742
26.488,51003,55741
26.496,51005,55739
26.504,51008,55740
26.512,51010,55744
26.52,51011,55753
26.528,51011,55768
26.536,51010,55787
26.544,51009,55805
26.552,51011,55819
26.56,51015,55826
26.568,51020,55826
26.576,51027,55822
26.584,51032,55816
26.592,51035,55810
26.6,51036,55806
26.608,51035,55803
26.616,51033,55799
26.624,51031,55795
26.632,51029,55789
26.64,51027,55781
26.648,51025,55774
26.656,51023,55768
26.664,51022,55766
26.672,51022,55769
26.68,51023,55779
26.688,51026,55793
26.696,51029,55808
26.704,51033,55821
26.712,51037,55830
26.72,51041,55835
26.728,51045,55837
26.736,51050,55840
26.744,51054,55846
26.752,51058,55855
26.76,51063,55866
26.768,51068,55879
26.776,51073,55892
26.784,51078,55905
26.792,51083,55917
26.8,51087,55929
26.808,51092,55939
26.816,51096,55949
26.824,51101,55957
26.832,51104,55964
26.84,51108,55971
26.848,51112,55977
26.856,51115,55984
26.864,51118,55992
26.872,51121,56001
26.88,51124,56009
26.888,51127,56017
26.896,51130,56025
26.904,51133,56033
26.912,51136,56041
26.92,51139,56048
26.928,51142,56056
26.936,51145,56063
26.944,51147,56070
26.952,51150,56077
26.96,51153,56084
26.968,51157,56091
26.976,51160,56097
26.984,51163,56103
26.992,51165,56108
27,51168,56113
27.008,51170,56119
27.016,51172,56125
27.024,51174,56131
27.032,51176,56137
27.04,51178,56143
27.048,51181,56148
27.056,51183,56154
27.064,51186,56159
27.072,51189,56164
27.08,51190,56168
27.088,51192,56172
27.096,51192,56177
27.104,51192,56182
27.112,51192,56186
27.12,51192,56190
27.128,51194,56192
27.136,51197,56194
27.144,51201,56197
27.152,51205,56201
27.16,51208,56207
27.168,51210,56214
27.176,51211,56223
27.184,51211,56232
27.192,51211,56241
27.2,51211,56250
27.208,51213,56258
27.216,51216,56268
27.224,51220,56278
27.232,51223,56285
27.24,51225,56289
27.248,51224,56284
27.256,51218,56267
27.264,51208,56237
27.272,51192,56193
27.28,51171,56136
27.288,51145,56070
27.296,51117,55999
27.304,51087,55927
27.312,51058,55859
27.32,51029,55797
27.328,51003,55742
27.336,50979,55695
27.344,50959,55655
27.352,50942,55623
27.36,50929,55598
27.368,50920,55580
27.376,50913,55568
27.384,50908,55561
27.392,50905,55558
27.4,50904,55557
27.408,50903,55556
27.416,50903,55555
27.424,50904,55554
27.432,50906,55552
27.44,50909,55551
27.448,50913,55553
27.456,50916,55559
27.464,50919,55568
27.472,50921,55580
27.48,50923,55592
27.488,50926,55605
27.496,50930,55616
27.504,50934,55626
27.512,50938,55634
27.52,50942,55640
27.528,50944,55643
27.536,50944,55644
27.544,50942,55642
27.552,50939,55638
27.56,50935,55632
27.568,50932,55624
27.576,50929,55615
27.584,50927,55605
27.592,50927,55597
27.6,50926,55590
27.608,50925,55586
27.616,50923,55585
27.624,50920,55586
27.632,50918,55590
27.64,50917,55596
27.648,50917,55603
27.656,50920,55611
27.664,50924,55619
27.672,50928,55628
27.68,50933,55637
27.688,50937,55646
27.696,50940,55656
27.704,50944,55667
27.712,50948,55677
27.72,50952,55688
27.728,50958,55699
27.736,50964,55710
27.744,50972,55721
27.752,50979,55732
27.76,50985,55743
27.768,50989,55754
27.776,50992,55765
27.784,50994,55775
27.792,50996,55785
27.8,50999,55794
27.808,51002,55803
27.816,51005,55811
27.824,51008,55818
27.832,51011,55825
27.84,51014,55831
27.848,51016,55837
27.856,51018,55843
27.864,51021,55849
27.872,51022,55855
27.88,51023,55861
27.888,51025,55867
27.896,51026,55874
27.904,51028,55881
27.912,51031,55888
27.92,51035,55897
27.928,51040,55905
27.936,51044,55914
27.944,51049,55923
27.952,51053,55933
27.96,51057,55942
27.968,51061,55951
27.976,51065,55960
27.984,51069,55969
27.992,51072,55978
28,51076,55986
28.008,51080,55995
28.016,51084,56004
28.024,51088,56013
28.032,51091,56023
28.04,51094,56032
28.048,51097,56041
28.056,51100,56049
28.064,51104,56058
28.072,51108,56066
28.08,51112,56075
28.088,51116,56083
28.096,51119,56089
28.104,51120,56091
28.112,51118,56084
28.12,51112,56066
28.128,51101,56036
28.136,51085,55993
28.144,51064,55939
28.152,51040,55876
28.16,51013,55808
28.168,50985,55739
28.176,50955,55673
28.184,50927,55613
28.192,50901,55561
28.2,50878,55516
28.208,50860,55480
28.216,50847,55450
28.224,50839,55427
28.232,50834,55408
28.24,50831,55394
28.248,50828,55383
28.256,50825,55375
28.264,50823,55369
28.272,50820,55364
28.28,50818,55359
28.288,50816,55354
28.296,50814,55350
28.304,50813,55346
28.312,50812,55343
28.32,50812,55343
28.328,50813,55345
28.336,50813,55350
28.344,50815,55357
28.352,50817,55366
28.36,50820,55377
28.368,50825,55387
28.376,50830,55396
28.384,50835,55404
28.392,50839,55410
28.4,50842,55414
28.408,50844,55415
28.416,50843,55414
28.424,50841,55411
28.432,50839,55406
28.44,50836,55400
28.448,50834,55393
28.456,50832,55387
28.464,50830,55382
28.472,50828,55380
28.48,50826,55379
28.488,50823,55382
28.496,50821,55385
28.504,50821,55390
28.512,50823,55394
28.52,50827,55399
28.528,50832,55404
28.536,50837,55410
28.544,50842,55418
28.552,50847,55426
28.56,50851,55436
28.568,50854,55446
28.576,50858,55457
28.584,50862,55467
28.592,50867,55477
28.6,50871,55486
28.608,50876,55495
28.616,50880,55504
28.624,50885,55514
28.632,50888,55525
28.64,50891,55537
28.648,50894,55548
28.656,50897,55558
28.664,50900,55566
28.672,50904,55573
28.68,50908,55578
28.688,50912,55584
28.696,50916,55590
28.704,50920,55596
28.712,50922,55603
28.72,50925,55611
28.728,50927,55618
28.736,50930,55625
28.744,50932,55631
28.752,50935,55638
28.76,50939,55644
28.768,50942,55652
28.776,50945,55659
28.784,50948,55668
28.792,50951,55678
28.8,50954,55688
28.808,50957,55697
28.816,50960,55705
28.824,50963,55712
28.832,50966,55718
28.84,50970,55724
28.848,50974,55731
28.856,50977,55739
28.864,50981,55747
28.872,50985,55756
28.88,50988,55764
28.888,50991,55773
28.896,50994,55781
28.904,50998,55790
28.912,51001,55798
28.92,51005,55807
28.928,51009,55815
28.936,51013,55824
28.944,51017,55832
28.952,51020,55840
28.96,51024,55848
28.968,51027,55857
28.976,51031,55866
28.984,51034,55876
28.992,51038,55885
29,51042,55894
29.008,51045,55899
29.016,51046,55898
29.024,51043,55889
29.032,51037,55867
29.04,51024,55832
29.048,51005,55783
29.056,50982,55721
29.064,50953,55650
29.072,50922,55574
29.08,50891,55498
29.088,50860,55426
29.096,50832,55360
29.104,50807,55303
29.112,50786,55255
29.12,50768,55215
29.128,50754,55183
29.136,50742,55157
29.144,50733,55135
29.152,50725,55117
29.16,50719,55102
29.168,50713,55088
29.176,50708,55075
29.184,50703,55063
29.192,50698,55052
29.2,50693,55041
29.208,50688,55031
29.216,50684,55020
29.224,50680,55010
29.232,50677,55000
29.24,50675,54991
29.248,50674,54986
29.256,50674,54985
29.264,50675,54988
29.272,50677,54996
29.28,50680,55007
29.288,50683,55018
29.296,50686,55028
29.304,50690,55037
29.312,50692,55043
29.32,50695,55046
29.328,50696,55048
29.336,50696,55047
29.344,50695,55045
29.352,50693,55042
29.36,50691,55038
29.368,50689,55034
29.376,50686,55029
29.384,50685,55023
29.392,50683,55019
29.4,50683,55016
29.408,50683,55016
29.416,50684,55018
29.424,50686,55024
29.432,50688,55031
29.44,50690,55039
29.448,50693,55047
29.456,50696,55056
29.464,50700,55064
29.472,50704,55072
29.48,50708,55082
29.488,50713,55093
29.496,50718,55104
29.504,50722,55116
29.512,50726,55127
29.52,50731,55136
29.528,50735,55144
29.536,50740,55150
29.544,50745,55157
29.552,50751,55165
29.56,50755,55174
29.568,50759,55185
29.576,50762,55197
29.584,50765,55209
29.592,50767,55219
29.6,50770,55228
29.608,50774,55236
29.616,50777,55243
29.624,50781,55250
29.632,50784,55258
29.64,50788,55267
29.648,50791,55275
29.656,50793,55284
29.664,50796,55293
29.672,50799,55300
29.68,50804,55307
29.688,50809,55314
29.696,50816,55321
29.704,50822,55328
29.712,50827,55337
29.72,50831,55348
29.728,50833,55359
29.736,50834,55369
29.744,50835,55380
29.752,50838,55390
29.76,50842,55400
29.768,50846,55410
29.776,50851,55421
29.784,50856,55431
29.792,50861,55442
29.8,50865,55453
29.808,50868,55464
29.816,50872,55475
29.824,50876,55485
29.832,50882,55495
29.84,50889,55506
29.848,50897,55516
29.856,50905,55526
29.864,50911,55536
29.872,50915,55547
29.88,50918,55557
29.888,50919,55568
29.896,50921,55578
29.904,50923,55588
29.912,50926,55598
29.92,50930,55609
29.928,50935,55618
29.936,50940,55628
29.944,50944,55637
29.952,50948,55646
29.96,50951,55655
29.968,50955,55665
29.976,50959,55675
29.984,50963,55684
29.992,50966,55691
30,50968,55691
30.008,50966,55683
30.016,50960,55663
30.024,50948,55629
30.032,50931,55581
30.04,50907,55520
30.048,50879,55450
30.056,50849,55375
30.064,50817,55299
30.072,50787,55227
30.08,50759,55162
30.088,50734,55106
30.096,50713,55060
30.104,50695,55022
30.112,50681,54993
30.12,50671,54970
30.128,50664,54953
30.136,50660,54939
30.144,50658,54929
30.152,50658,54920
30.16,50657,54913
30.168,50654,54906
30.176,50650,54900
30.184,50645,54893
30.192,50640,54885
30.2,50636,54878
30.208,50633,54872
30.216,50631,54867
30.224,50630,54865
30.232,50631,54866
30.24,50632,54870
30.248,50634,54877
30.256,50638,54886
30.264,50642,54896
30.272,50646,54906
30.28,50650,54915
30.288,50654,54923
30.296,50657,54928
30.304,50659,54931
30.312,50660,54931
30.32,50659,54928
30.328,50658,54924
30.336,50656,54919
30.344,50653,54914
30.352,50650,54909
30.36,50648,54905
30.368,50647,54903
30.376,50647,54902
30.384,50647,54903
30.392,50648,54905
30.4,50650,54909
30.408,50653,54915
30.416,50657,54922
30.424,50660,54930
30.432,50662,54938
30.44,50664,54948
30.448,50665,54958
30.456,50667,54969
30.464,50671,54980
30.472,50676,54991
30.48,50682,55003
30.488,50690,55014
30.496,50697,55025
30.504,50704,55036
30.512,50709,55047
30.52,50713,55058
30.528,50717,55069
30.536,50722,55080
30.544,50726,55090
30.552,50732,55101
30.56,50737,55111
30.568,50742,55121
30.576,50745,55131
30.584,50746,55141
30.592,50747,55150
30.6,50747,55160
30.608,50749,55169
30.616,50753,55179
30.624,50759,55188
30.632,50766,55197
30.64,50773,55206
30.648,50779,55215
30.656,50784,55224
30.664,50788,55234
30.672,50791,55243
30.68,50795,55252
30.688,50799,55262
30.696,50804,55272
30.704,50809,55281
30.712,50814,55291
30.72,50818,55301
30.728,50821,55312
30.736,50824,55325
30.744,50826,55338
30.752,50828,55351
30.76,50831,55363
30.768,50836,55375
30.776,50843,55385
30.784,50850,55395
30.792,50858,55406
30.8,50864,55416
30.808,50870,55427
30.816,50875,55439
30.824,50880,55451
30.832,50885,55463
30.84,50889,55474
30.848,50894,55485
30.856,50899,55495
30.864,50904,55506
30.872,50908,55517
30.88,50913,55529
30.888,50917,55541
30.896,50922,55555
30.904,50926,55569
30.912,50930,55582
30.92,50934,55592
30.928,50939,55600
30.936,50942,55604
30.944,50944,55601
30.952,50942,55590
30.96,50935,55568
30.968,50922,55533
30.976,50903,55484
30.984,50880,55423
30.992,50852,55354
31,50821,55280
31.008,50790,55206
31.016,50760,55136
31.024,50732,55073
31.032,50708,55020
31.04,50688,54975
31.048,50672,54940
31.056,50660,54913
31.064,50651,54892
31.072,50644,54877
31.08,50639,54865
31.088,50635,54857
31.096,50632,54850
31.104,50629,54844
31.112,50627,54839
31.12,50626,54833
31.128,50624,54829
31.136,50622,54824
31.144,50620,54820
31.152,50619,54817
31.16,50618,54816
31.168,50618,54818
31.176,50619,54822
31.184,50622,54828
31.192,50626,54837
31.2,50631,54847
31.208,50636,54859
31.216,50641,54871
31.224,50646,54882
31.232,50651,54892
31.24,50654,54900
31.248,50657,54906
31.256,50658,54908
31.264,50658,54908
31.272,50658,54906
31.28,50657,54903
31.288,50655,54900
31.296,50654,54897
31.304,50653,54895
31.312,50651,54894
31.32,50651,54894
31.328,50651,54895
31.336,50653,54897
31.344,50656,54899
31.352,50660,54903
31.36,50665,54910
31.368,50670,54918
31.376,50674,54930
31.384,50678,54943
31.392,50681,54956
31.4,50684,54969
31.408,50688,54982
31.416,50693,54995
31.424,50699,55007
31.432,50704,55020
31.44,50710,55033
31.448,50716,55046
31.456,50722,55059
31.464,50727,55071
31.472,50732,55084
31.48,50738,55096
31.488,50744,55108
31.496,50750,55119
31.504,50756,55130
31.512,50761,55141
31.52,50766,55152
31.528,50770,55164
31.536,50773,55175
31.544,50777,55186
31.552,50780,55196
31.56,50784,55207
31.568,50789,55217
31.576,50793,55227
31.584,50798,55236
31.592,50802,55246
31.6,50805,55256
31.608,50809,55266
31.616,50812,55276
31.624,50816,55285
31.632,50821,55295
31.64,50827,55304
31.648,50834,55314
31.656,50841,55324
31.664,50848,55335
31.672,50852,55347
31.68,50855,55358
31.688,50858,55371
31.696,50860,55383
31.704,50863,55395
31.712,50867,55407
31.72,50872,55419
31.728,50877,55431
31.736,50883,55444
31.744,50889,55456
31.752,50894,55469
31.76,50900,55481
31.768,50905,55493
31.776,50910,55505
31.784,50915,55517
31.792,50919,55529
31.8,50922,55541
31.808,50926,55553
31.816,50930,55564
31.824,50935,55576
31.832,50941,55588
31.84,50947,55599
31.848,50953,55611
31.856,50958,55622
31.864,50963,55633
31.872,50967,55643
31.88,50971,55654
31.888,50975,55665
31.896,50980,55677
31.904,50985,55688
31.912,50990,55697
31.92,50993,55702
31.928,50992,55698
31.936,50987,55683
31.944,50977,55653
31.952,50960,55608
31.96,50938,55549
31.968,50910,55478
31.976,50879,55400
31.984,50845,55318
31.992,50811,55238
32,50779,55164
32.008,50750,55099
32.016,50725,55044
32.024,50704,54999
32.032,50687,54963
32.04,50674,54936
32.048,50665,54915
32.056,50659,54899
32.064,50654,54887
32.072,50650,54878
32.08,50647,54872
32.088,50642,54867
32.096,50637,54863
32.104,50632,54859
32.112,50629,54855
32.12,50627,54850
32.128,50627,54844
32.136,50628,54839
32.144,50629,54836
32.152,50631,54835
32.16,50632,54837
32.168,50634,54843
32.176,50636,54851
32.184,50640,54862
32.192,50645,54874
32.2,50651,54886
32.208,50657,54897
32.216,50663,54908
32.224,50667,54918
32.232,50671,54926
32.24,50673,54933
32.248,50673,54939
32.256,50673,54942
32.264,50673,54943
32.272,50672,54942
32.28,50672,54938
32.288,50672,54934
32.296,50672,54931
32.304,50672,54929
32.312,50673,54931
32.32,50674,54934
32.328,50676,54939
32.336,50678,54946
32.344,50681,54954
32.352,50685,54962
32.36,50689,54972
32.368,50694,54982
32.376,50699,54994
32.384,50704,55007
32.392,50710,55021
32.4,50716,55036
32.408,50721,55051
32.416,50727,55066
32.424,50733,55080
32.432,50739,55092
32.44,50745,55104
32.448,50751,55116
32.456,50757,55129
32.464,50762,55142
32.472,50768,55155
32.48,50773,55168
32.488,50778,55180
32.496,50783,55193
32.504,50789,55205
32.512,50794,55216
32.52,50799,55228
32.528,50804,55240
32.536,50809,55251
32.544,50813,55263
32.552,50818,55274
32.56,50822,55285
32.568,50826,55296
32.576,50831,55307
32.584,50835,55317
32.592,50840,55328
32.6,50845,55339
32.608,50850,55350
32.616,50855,55361
32.624,50860,55371
32.632,50864,55382
32.64,50869,55394
32.648,50873,55405
32.656,50878,55418
32.664,50882,55430
32.672,50887,55442
32.68,50892,55453
32.688,50897,55462
32.696,50903,55472
32.704,50910,55481
32.712,50916,55492
32.72,50922,55505
32.728,50927,55520
32.736,50932,55535
32.744,50936,55550
32.752,50940,55564
32.76,50945,55578
32.768,50950,55590
32.776,50955,55602
32.784,50960,55614
32.792,50965,55627
32.8,50970,55639
32.808,50975,55652
32.816,50980,55665
32.824,50985,55677
32.832,50990,55688
32.84,50995,55699
32.848,51000,55710
32.856,51005,55721
32.864,51010,55733
32.872,51015,55744
32.88,51019,55753
32.888,51021,55757
32.896,51019,55751
32.904,51013,55731
32.912,51000,55697
32.92,50982,55647
32.928,50958,55583
32.936,50929,55510
32.944,50896,55431
32.952,50863,55351
32.96,50829,55274
32.968,50798,55205
32.976,50771,55145
32.984,50749,55096
32.992,50734,55057
33,50723,55028
33.008,50715,55007
33.016,50710,54994
33.024,50706,54985
33.032,50702,54980
33.04,50699,54978
33.048,50696,54978
33.056,50695,54979
33.064,50696,54980
33.072,50697,54982
33.08,50698,54984
33.088,50699,54985
33.096,50700,54987
33.104,50701,54991
33.112,50702,54996
33.12,50705,55003
33.128,50709,55012
33.136,50713,55023
33.144,50719,55036
33.152,50724,55049
33.16,50730,55062
33.168,50735,55073
33.176,50740,55083
33.184,50744,55091
33.192,50746,55096
33.2,50748,55099
33.208,50748,55099
33.216,50748,55098
33.224,50746,55095
33.232,50745,55092
33.24,50743,55089
33.248,50742,55086
33.256,50741,55084
33.264,50742,55084
33.272,50743,55086
33.28,50744,55089
33.288,50745,55095
33.296,50746,55102
33.304,50746,55111
33.312,50747,55121
33.32,50750,55131
33.328,50755,55143
33.336,50762,55155
33.344,50771,55168
33.352,50779,55181
33.36,50787,55195
33.368,50793,55208
33.376,50799,55222
33.384,50805,55236
33.392,50810,55250
33.4,50816,55264
33.408,50823,55277
33.416,50830,55290
33.424,50836,55303
33.432,50840,55317
33.44,50843,55330
33.448,50845,55344
33.456,50847,55357
33.464,50851,55370
33.472,50856,55382
33.48,50862,55393
33.488,50870,55403
33.496,50878,55414
33.504,50884,55425
33.512,50890,55436
33.52,50894,55447
33.528,50898,55458
33.536,50902,55469
33.544,50907,55480
33.552,50911,55490
33.56,50916,55499
33.568,50921,55509
33.576,50925,55519
33.584,50929,55531
33.592,50933,55543
